,date,game_size,match_id,match_mode,party_size,player_assists,player_dbno,player_dist_ride,player_dist_walk,player_dmg,player_kills,player_name,player_survive_time,team_id,team_placement
22,2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,1,1,0.0,2065.498,151,1,XombieMarine,968.96,33,19
23,2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,0,0,0.0,2076.4502,17,1,Essaldun,1049.804,33,19
24,2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,0,0,0.0,444.7796,0,0,JoeyGames123,336.43300000000005,37,31
25,2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,0,1,0.0,537.9968,124,1,KeyBoardSucker,292.827,37,31
26,2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,0,0,0.0,578.5747,24,0,Chefraykwon,558.314,38,27
27,2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,0,0,0.0,1497.04932,71,0,CytricS,558.31,38,27
28,2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,1,1,2319.07251,1772.9348100000002,144,1,Zaerki,1573.835,39,9
29,2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,0,0,2306.78271,1956.62646,55,1,FumaKT,1573.84,39,9
30,2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,0,0,2266.167,883.9554,1,0,Killertofu1987,1403.829,43,12
31,2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,0,0,1539.77234,1518.98328,46,0,Sircool,1403.8239999999998,43,12
32,2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,1,2,586.986145,3760.31,218,3,SlashTheSoviet,1664.845,46,7
33,2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,1,2,353.071,3646.13965,476,4,Cruz914,1750.095,46,7
34,2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,0,0,0.0,2275.223,119,0,LJLCC,959.191,48,22
35,2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,0,0,0.0,2199.581,24,0,MingXiaoYa,959.196,48,22
36,2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,0,0,0.0,0.0,0,0,WangZhengWei666,801.852,50,35
37,2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,0,0,0.0,0.0,0,0,990906max,800.87,50,35
38,2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,0,0,528.386963,108.830986,20,0,Mstrshake01,305.771,3,32
39,2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,0,0,551.524231,238.410522,61,0,BruteSlayer99,305.773,3,32
40,2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,0,0,0.0,2284.52344,0,0,ThatsOneMadman,1091.307,6,14
41,2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,0,2,0.0,2594.24927,344,2,pretzelboss,1349.412,6,14
42,2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,0,1,3316.71,1669.84058,170,2,Lepore24,1822.552,18,6
43,2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,0,0,3298.972,1350.44287,100,1,Reboke,1750.842,18,6
44,2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,0,0,0.0,413.8818,0,0,PsychoticOtter,382.572,23,29
45,2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,0,0,0.0,396.32312,43,0,Kenallai,401.705,23,29
46,2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,0,0,1822.52844,2282.25879,10,1,captainterrenc3,1570.284,27,10
47,2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,1,1,1780.6164600000002,2187.4970000000003,238,1,Dexter2003,1570.2779999999998,27,10
48,2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,0,0,0.0,102.174828,17,0,Riyyaaaaa,234.314,34,33
49,2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,0,0,0.0,0.0,0,0,CityOfStarYFQ,800.868,34,33
50,2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,1,0,0.0,647.4725,100,1,TheLnofJake,373.905,40,30
51,2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,0,1,0.0,548.989746,120,1,Hairless_Iguana,382.356,40,30
52,2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,0,0,0.0,70.85792540000001,0,0,ai_ni_de_fei,105.856,42,37
53,2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,0,0,0.0,54.5513077,0,0,YIiyzq-tT,100.381,42,37
54,2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,0,1,0.0,601.0081,200,2,hqh0808,1349.855,44,28
55,2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,0,0,0.0,213.221527,0,0,ChinaLXCf,179.296,44,28
56,2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,0,0,3005.54443,1630.44812,0,0,ItsPickles,1282.22,49,16
57,2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,0,0,3625.72119,1413.61389,81,0,FullyWhipCrackin,1282.225,49,16
58,2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,0,1,0.0,113.825592,88,1,HeJaDaShao,162.986,19,35
59,2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,0,1,0.0,163.68061799999998,105,0,LHErDui,162.984,19,35
60,2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,0,0,0.0,1.30789614,0,0,ConnorSiebs,77.652,20,36
61,2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,0,1,0.0,67.4803,196,2,Andjgm,122.27,20,36
62,2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,0,0,390.6871,413.072937,0,0,dopefilipino,885.8430000000001,30,28
63,2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,0,0,416.560181,270.9108,0,0,Appletoss,307.915,30,28
64,2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,0,3,0.0,2865.3147,526,5,FetusMunch4000,1331.681,35,15
65,2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,1,1,0.0,1655.58484,156,1,fetusmuncher4001,884.0939999999999,35,15
66,2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,0,2,3131.99243,2527.9570000000003,487,4,Maerkk,2181.983,36,1
67,2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,2,2,2320.16479,3132.213,422,2,Supertasks,2181.983,36,1
68,2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,0,1,0.0,743.8507,94,1,Linkraal,551.698,45,28
69,2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,0,0,0.0,773.959839,33,0,Chumbe,474.098,45,28
70,2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,0,0,4078.597,3220.901,80,0,pananm55-,1606.694,11,8
71,2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,0,2,3551.8886700000003,3390.2614700000004,350,3,LPL-buibuibui,1659.703,11,8
72,2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,1,0,1359.64771,2461.157,61,0,Cinnamon-_,968.965,28,21
73,2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,0,1,1383.5476099999998,2696.691,63,1,jackomino,968.969,28,21
74,2017-12-10T04:09:59+0000,42,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,tpp,2,1,1,659.240967,1721.58,203,2,saver12138,904.9,2,21
75,2017-12-10T04:09:59+0000,42,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,tpp,2,0,0,642.7572,1889.31848,0,0,krisns,905.055,2,21
76,2017-12-10T04:09:59+0000,42,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,tpp,2,0,0,2277.78564,2347.7307100000003,81,0,the49ersguy,1352.823,3,10
77,2017-12-10T04:09:59+0000,42,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,tpp,2,0,0,2281.09668,2420.6438,99,1,BIGSEX,1351.3370000000002,3,10
78,2017-12-10T04:09:59+0000,42,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,tpp,2,0,1,2652.30835,2374.72168,182,2,aLinqqqqq,1092.272,6,18
79,2017-12-10T04:09:59+0000,42,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,tpp,2,1,0,2651.39771,2204.01416,101,1,sdTWTbs,1017.091,6,18
80,2017-12-10T04:09:59+0000,42,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,tpp,2,0,0,0.0,220.858765,103,0,sapoww,193.418,9,38
81,2017-12-10T04:09:59+0000,42,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,tpp,2,0,1,0.0,236.40416,63,0,Lux-xXx,201.99400000000003,9,38
82,2017-12-10T04:09:59+0000,42,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,tpp,2,0,0,5891.52734,1362.50708,44,0,5tygfv,1210.468,10,12
83,2017-12-10T04:09:59+0000,42,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,tpp,2,0,0,3420.9016100000003,70.29319,0,0,yjcwjh,308.066,10,12
84,2017-12-10T04:09:59+0000,42,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,tpp,2,0,0,0.0,2554.21777,44,0,DeadliestAyyyrab,1153.8339999999998,12,15
85,2017-12-10T04:09:59+0000,42,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,tpp,2,0,0,0.0,2426.04834,90,1,DeadlyAyrab,1153.83,12,15
86,2017-12-10T04:09:59+0000,42,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,tpp,2,0,0,2759.32251,467.9161,0,0,SJSJGBT,327.032,18,31
87,2017-12-10T04:09:59+0000,42,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,tpp,2,0,0,3408.53125,361.898163,0,0,cole_milk,361.634,18,31
88,2017-12-10T04:09:59+0000,42,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,tpp,2,0,0,0.0,106.991241,60,0,Kungfumanduhh,137.595,23,36
89,2017-12-10T04:09:59+0000,42,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,tpp,2,0,0,0.0,260.362274,139,0,Kadeos,215.504,23,36
90,2017-12-10T04:09:59+0000,42,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,tpp,2,0,2,5049.5415,1254.5946,171,1,pvtmartinmartin,1112.022,27,17
91,2017-12-10T04:09:59+0000,42,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,tpp,2,1,0,5532.033,1008.91467,28,0,AlphaHulu,1112.018,27,17
92,2017-12-10T04:09:59+0000,42,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,tpp,2,0,0,0.0,116.733635,28,0,DimonGao999,114.564,30,41
93,2017-12-10T04:09:59+0000,42,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,tpp,2,0,0,0.0,69.61520390000001,0,0,virginiaaaaa,109.82,30,41
94,2017-12-10T04:09:59+0000,42,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,tpp,2,0,0,2771.51978,959.6527,0,0,ZERO-1007,592.815,31,14
95,2017-12-10T04:09:59+0000,42,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,tpp,2,0,0,6286.627,2187.56445,24,0,skysbsa,1172.156,31,14
96,2017-12-10T04:09:59+0000,42,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,tpp,2,0,1,440.622772,1504.64221,173,0,CLXbigshuai,877.8489999999999,38,22
97,2017-12-10T04:09:59+0000,42,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,tpp,2,0,0,4.37397957,2662.14355,79,0,dbwdbwdwb,877.8539999999999,38,22
98,2017-12-10T04:09:59+0000,42,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,tpp,2,0,0,0.0,582.243164,0,0,LCQ-DALAO,828.747,44,32
99,2017-12-10T04:09:59+0000,42,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,tpp,2,0,0,0.0,98.74248,0,0,WeiLaoK,123.087,44,32
100,2017-12-10T04:09:59+0000,42,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,tpp,2,0,1,0.0,169.673462,116,1,JOKER-LM,210.24400000000003,45,35
101,2017-12-10T04:09:59+0000,42,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,tpp,2,1,0,0.0,156.22833300000002,79,0,kulun1995,239.295,45,35
102,2017-12-10T04:09:59+0000,42,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,tpp,2,0,1,5018.188,2345.1710000000003,205,2,HanSwoleOh,1481.706,47,7
103,2017-12-10T04:09:59+0000,42,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,tpp,2,0,1,4430.64355,3082.4585,307,2,Swomps,1511.434,47,7
104,2017-12-10T04:09:59+0000,42,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,tpp,2,0,0,0.0,254.51683,0,0,silmia,213.018,51,37
105,2017-12-10T04:09:59+0000,42,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,tpp,2,0,0,0.0,191.597855,61,0,yingxinmo,181.645,51,37
106,2017-12-10T04:09:59+0000,42,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,tpp,2,0,2,3718.62939,1076.7323,462,2,Manstein-g,910.447,52,20
107,2017-12-10T04:09:59+0000,42,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,tpp,2,0,2,3617.30615,1056.43176,224,3,LaiziQFdefudimo,835.5889999999999,52,20
108,2017-12-10T04:09:59+0000,42,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,tpp,2,0,0,0.0,153.609268,71,0,Allen_S,164.292,1,39
109,2017-12-10T04:09:59+0000,42,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,tpp,2,0,0,0.0,51.367054,10,0,ppjie1995,118.39,1,39
110,2017-12-10T04:09:59+0000,42,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,tpp,2,0,2,0.0,50.04271,314,3,76SamF,108.888,5,19
111,2017-12-10T04:09:59+0000,42,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,tpp,2,0,1,0.0,2007.986,403,4,jjjjjjaaaaa,944.534,5,19
112,2017-12-10T04:09:59+0000,42,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,tpp,2,0,1,4474.478,2405.00464,551,3,FaZe_Carl,1892.275,7,4
